id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	population	author	pmid	year	n_blocks	n_variants	n_sig	source	source_acc_id	analysis	causaldb_id	causaldb_fn
86317014-4a50-44b8-8328-3e2284c68296	Leg fat percentage (left)	Body Fat Distribution	D050218	452264			1	Roslin Institute	30349118	2018	560	9124412	53531	TBD	TBD	Finemapping	1974	AT728
809ec1de-d1e0-4de7-b764-56737572f7fa	Leg predicted mass (right)	Body Fat Distribution	D050218	452264			1	Roslin Institute	30349118	2018	737	9124412	94932	TBD	TBD	Finemapping	1975	AT730
6a0e158f-7742-473c-808c-229cc22ac9ed	Leg fat-free mass (right)	Body Fat Distribution	D050218	452264			1	Roslin Institute	30349118	2018	740	9124412	94897	TBD	TBD	Finemapping	1976	AT731
5c7e5396-e658-41e2-8253-00ee65caffb8	Whole body fat-free mass	Body Fat Distribution	D050218	452264			1	Roslin Institute	30349118	2018	814	9124412	117806	TBD	TBD	Finemapping	1977	AT733
bb4480d2-b02d-44a8-b1d9-fda78f49afe6	Leg fat mass (right)	Body Fat Distribution	D050218	452264			1	Roslin Institute	30349118	2018	525	9124412	54548	TBD	TBD	Finemapping	1978	AT734
795dedb4-96fd-4312-be49-25d1deb9c1dc	Leg fat percentage (right)	Body Fat Distribution	D050218	452264			1	Roslin Institute	30349118	2018	565	9124412	54107	TBD	TBD	Finemapping	1979	AT736
4bed2f1a-fe4a-402c-a45d-629b00a8833e	Impedance measures - Body fat percentage	Body Fat Distribution	D050218	379615			1	CTGLAB	31427789	2019	460	10588653	36122	TBD	TBD	Finemapping	2587	GA256
f62609d3-f807-4c9a-8e1c-abdf090f986a	Impedance measures - Whole body fat mass	Body Fat Distribution	D050218	379203			1	CTGLAB	31427789	2019	477	10579925	38427	TBD	TBD	Finemapping	2588	GA257
464f89bc-8b6f-4ce5-9def-c9cd3244518d	Impedance measures - Whole body fat-free mass	Body Fat Distribution	D050218	379804			1	CTGLAB	31427789	2019	678	10589580	77098	TBD	TBD	Finemapping	2589	GA258
5ef64fa2-8e23-4930-92bd-2481c2a6deab	Impedance measures - Arm fat mass (right)	Body Fat Distribution	D050218	379725			1	CTGLAB	31427789	2019	371	10589580	28632	TBD	TBD	Finemapping	2590	GA276
321dced7-a380-4b07-aed6-c73e1ac69b3a	Impedance measures - Arm fat-free mass (right)	Body Fat Distribution	D050218	379723			1	CTGLAB	31427789	2019	578	10589580	61024	TBD	TBD	Finemapping	2591	GA277
b51c7885-a5e6-46aa-a03f-fcf36878529e	Impedance measures - Arm predicted mass (right)	Body Fat Distribution	D050218	379716			1	CTGLAB	31427789	2019	583	10589580	60864	TBD	TBD	Finemapping	2592	GA278
01b29c6d-6de9-46e9-bbcb-73146c9d63ba	Impedance measures - Arm fat percentage (left)	Body Fat Distribution	D050218	379699			1	CTGLAB	31427789	2019	409	10589580	31431	TBD	TBD	Finemapping	2593	GA279
7eb0dba4-7c74-4c91-aa29-2ca974675b2d	Impedance measures - Arm fat mass (left)	Body Fat Distribution	D050218	379663			1	CTGLAB	31427789	2019	360	10589580	28152	TBD	TBD	Finemapping	2594	GA280
3a47514e-51fd-4c1e-9eed-bb83ebfe9b6f	Impedance measures - Arm fat-free mass (left)	Body Fat Distribution	D050218	379653			1	CTGLAB	31427789	2019	616	10588913	59599	TBD	TBD	Finemapping	2595	GA281
7c01120b-ac24-41ad-859c-8bc05b829628	Impedance measures - Arm predicted mass (left)	Body Fat Distribution	D050218	379638			1	CTGLAB	31427789	2019	611	10588672	59800	TBD	TBD	Finemapping	2596	GA282
1e8b02ce-5ed2-45d2-8be5-3d50da269fc2	Impedance measures - Trunk fat percentage	Body Fat Distribution	D050218	379600			1	CTGLAB	31427789	2019	421	10588630	35632	TBD	TBD	Finemapping	2597	GA283
82f7907e-1e5c-43c4-b753-509a71a9e68d	Impedance measures - Trunk fat mass	Body Fat Distribution	D050218	379578			1	CTGLAB	31427789	2019	503	10588593	41455	TBD	TBD	Finemapping	2598	GA284
5977cdcb-d3c5-4b0e-9e53-6c04e48b291f	Impedance measures - Trunk fat-free mass	Body Fat Distribution	D050218	379507			1	CTGLAB	31427789	2019	689	10588231	82477	TBD	TBD	Finemapping	2599	GA285
fde876c5-2a04-4f15-b72f-4b55a339cf24	Impedance measures - Trunk predicted mass	Body Fat Distribution	D050218	379469			1	CTGLAB	31427789	2019	683	10587689	81800	TBD	TBD	Finemapping	2600	GA286
ff1b7a14-9685-4060-b48a-d2ef20cb91df	Whole body fat mass	Body Fat Distribution	D050218	354244			1	Nealelab	Nealelab	2018	436	10816317	43402	TBD	TBD	Finemapping	3016	BE374
0340b263-08e9-4318-a97d-dafcf40f4712	Trunk fat-free mass	Body Fat Distribution	D050218	354530			1	Nealelab	Nealelab	2018	583	10816317	95696	TBD	TBD	Finemapping	3017	BE376
3d18ab90-9a08-462e-ae8c-e3db8b47a023	Trunk fat mass	Body Fat Distribution	D050218	354597			1	Nealelab	Nealelab	2018	427	10816317	44611	TBD	TBD	Finemapping	3018	BE377
227d1f53-7d7b-4a35-82cb-715d2e396df3	Trunk fat percentage	Body Fat Distribution	D050218	354619			1	Nealelab	Nealelab	2018	383	10816317	35364	TBD	TBD	Finemapping	3019	BE378
24379e78-b575-4ac4-86b8-8615b06a04d8	Body fat percentage	Body Fat Distribution	D050218	354628			1	Nealelab	Nealelab	2018	415	10816317	38747	TBD	TBD	Finemapping	3020	BE379
da33ff30-2e2f-4817-8ae9-cfd5c7e7ab9b	Arm predicted mass (left)	Body Fat Distribution	D050218	354653			1	Nealelab	Nealelab	2018	551	10816317	74131	TBD	TBD	Finemapping	3021	BE380
4642090d-a3c9-496d-958d-576226d7b50a	Arm fat-free mass (left)	Body Fat Distribution	D050218	354668			1	Nealelab	Nealelab	2018	545	10816317	75296	TBD	TBD	Finemapping	3022	BE381
8019ebe4-bd01-4f96-8fbb-dbf9814eb7c4	Arm fat mass (left)	Body Fat Distribution	D050218	354673			1	Nealelab	Nealelab	2018	428	10816317	40614	TBD	TBD	Finemapping	3023	BE382
afd0cd33-f8b8-4b68-aec1-421e5ab60c2f	Arm fat percentage (left)	Body Fat Distribution	D050218	354707			1	Nealelab	Nealelab	2018	393	10816317	35514	TBD	TBD	Finemapping	3024	BE383
0a485d9b-d378-4a0e-b8ef-4952e0492e18	Arm predicted mass (right)	Body Fat Distribution	D050218	354726			1	Nealelab	Nealelab	2018	535	10816317	76357	TBD	TBD	Finemapping	3025	BE384
d9e873d1-00c5-427d-8f4f-cfdaad0b3065	Arm fat-free mass (right)	Body Fat Distribution	D050218	354732			1	Nealelab	Nealelab	2018	539	10816317	76092	TBD	TBD	Finemapping	3026	BE385
1a604fa9-97ae-454e-bca3-430f47a459d1	Arm fat mass (right)	Body Fat Distribution	D050218	354736			1	Nealelab	Nealelab	2018	428	10816317	40416	TBD	TBD	Finemapping	3027	BE386
826b8a03-d4d9-4dc5-809e-53afb3841bf8	Arm fat percentage (right)	Body Fat Distribution	D050218	354760			1	Nealelab	Nealelab	2018	374	10816317	35134	TBD	TBD	Finemapping	3028	BE388
7eac4667-b01a-4a67-adcf-4ec5d5a6765c	Leg predicted mass (left)	Body Fat Distribution	D050218	354766			1	Nealelab	Nealelab	2018	546	10816317	76916	TBD	TBD	Finemapping	3029	BE389
da7cf9c8-d52d-43e3-ab10-0109d6a456bb	Leg fat-free mass (left)	Body Fat Distribution	D050218	354771			1	Nealelab	Nealelab	2018	548	10816317	77163	TBD	TBD	Finemapping	3030	BE390
a2b3d4b5-3e77-4cf3-89f9-a12ce11ed836	Leg fat mass (left)	Body Fat Distribution	D050218	354788			1	Nealelab	Nealelab	2018	431	10816317	44080	TBD	TBD	Finemapping	3031	BE391
0b3f8009-1159-46bf-bfb6-7840a99925a0	Leg fat percentage (left)	Body Fat Distribution	D050218	354791			1	Nealelab	Nealelab	2018	389	10816317	38234	TBD	TBD	Finemapping	3032	BE392
09b3dd68-e6c7-4ace-b964-690f332baf41	Leg fat-free mass (right)	Body Fat Distribution	D050218	354798			1	Nealelab	Nealelab	2018	556	10816317	80666	TBD	TBD	Finemapping	3033	BE395
3c6e4819-1509-41cd-8ae5-403484ee3b2f	Leg predicted mass (right)	Body Fat Distribution	D050218	354798			1	Nealelab	Nealelab	2018	555	10816317	80301	TBD	TBD	Finemapping	3034	BE396
0d8855d6-d59e-4c38-9867-494ae20c70d2	Leg fat mass (right)	Body Fat Distribution	D050218	354807			1	Nealelab	Nealelab	2018	429	10816317	43251	TBD	TBD	Finemapping	3035	BE398
d637b1de-85f0-429e-91db-37f8df37f2d7	Whole body fat-free mass	Body Fat Distribution	D050218	354808			1	Nealelab	Nealelab	2018	590	10816317	92384	TBD	TBD	Finemapping	3036	BE399
8357b174-2436-4159-9d28-76ad083d3a1e	Leg fat percentage (right)	Body Fat Distribution	D050218	354811			1	Nealelab	Nealelab	2018	380	10816317	38259	TBD	TBD	Finemapping	3037	BE401
91e36f3c-c5da-4a64-84bf-7a82c2f42ed8	Height	Body Height	D001827	1410			1	SardiNIA	18193045	2008	1	346706	0	TBD	TBD	Finemapping	333	DB814
a23cdb7a-dd22-4881-b7c6-f3903a7d478a	Height variability	Body Height	D001827	129201			4	Yang J	22982992	2012	1	2373514	0	TBD	TBD	Finemapping	397	PH193
8eeba7be-1cc6-4f34-a092-3349ff37a650	Height sds for females aged 10 years and males aged 12 years	Body Height	D001827	13960			1	Cousminer DL	23449627	2013	4	2281203	89	TBD	TBD	Finemapping	416	PH117
dd87aba8-efe4-482e-823f-37652fd6893d	Height sds for females aged 10 years	Body Height	D001827	6974			1	Cousminer DL	23449627	2013	1	2359431	0	TBD	TBD	Finemapping	417	PH118
2eabe503-2fc8-41b0-8350-fce7c501a7a9	Height sds for males aged 12 years	Body Height	D001827	6986			1	Cousminer DL	23449627	2013	1	2299943	13	TBD	TBD	Finemapping	418	PH119
4d9129ac-a406-437e-89ce-ca7786fa653d	Standardized difference in height between age 8 years and adult in females	Body Height	D001827	5756			1	Cousminer DL	23449627	2013	1	2356268	33	TBD	TBD	Finemapping	419	PH120
89b49be7-a1c9-4e74-aa4e-695f9727e68e	Standardized difference in height between age 8 years and adult	Body Height	D001827	10799			1	Cousminer DL	23449627	2013	1	2348768	22	TBD	TBD	Finemapping	420	PH121
2f5c78b6-b24d-433c-88e0-0084179f9e8c	Standardized difference in height between age 8 years and adult in males	Body Height	D001827	5043			1	Cousminer DL	23449627	2013	1	2357441	0	TBD	TBD	Finemapping	421	PH122
294a44d1-f9c6-42db-b632-a8730bd1b34d	Standardized difference in height between age 14 years and adult in females	Body Height	D001827	4946			1	Cousminer DL	23449627	2013	1	2366356	0	TBD	TBD	Finemapping	422	PH123
04311c1f-cb00-43a2-ba61-be6d03b98ab2	Standardized difference in height between age 14 years and adult	Body Height	D001827	4282			1	Cousminer DL	23449627	2013	1	2366708	13	TBD	TBD	Finemapping	423	PH124
2aec0438-d398-49d9-b932-62f953214e4d	Standardized difference in height between age 14 years and adult in males	Body Height	D001827	4282			1	Cousminer DL	23449627	2013	1	2366746	0	TBD	TBD	Finemapping	424	PH125
a4366cd0-cfe5-43bf-9466-06d73ce64938	Height tails	Body Height	D001827	16196	8097.0	8099.0	1	Berndt SI	23563607	2013	52	1932371	1261	TBD	TBD	Finemapping	432	PH192
2cc40790-7537-4308-8bf6-3758874e3289	Height	Body Height	D001827	133723			1	Randall JC	23754948	2013	149	2622447	6282	TBD	TBD	Finemapping	440	PH185
b6549ef6-6db7-4b04-af67-0cd2de2db9a5	Height in males	Body Height	D001827	60586			1	Randall JC	23754948	2013	44	2615543	1305	TBD	TBD	Finemapping	441	PH189
ee3bea98-463f-47c5-b472-8db5a88122c5	Birthlength	Body Height	D001827	28459			1	van der Valk RJ	25281659	2015	2	2172941	4	TBD	TBD	Finemapping	489	PH111
33cd15ca-f0ce-4287-a0ab-40ad96737384	Height	Body Height	D001827	253280			1	Wood AR	25282103	2014	477	2485179	26295	TBD	TBD	Finemapping	490	PH186
174a3276-f430-44f3-b53d-0bda77a909f7	Sitting height ratio	Body Height	D001827	21590			1	Chan	25865494	2015	5	7525515	32	TBD	TBD	Finemapping	665	LD069
ad62bdb6-d103-47c2-bc8c-10ba6dde0b04	Height	Body Height	D001827	27494			2	Marouli E	28146470	2017	5	42899	9	TBD	TBD	Finemapping	950	PH181
a2a8904c-f51c-4bc2-973f-69a56092f43c	Height	Body Height	D001827	10776			3	Marouli E	28146470	2017	1	42692	0	TBD	TBD	Finemapping	951	PH182
cb6cdb1d-024f-42bf-a9f3-80230913bfa5	Height	Body Height	D001827	8767			4	Marouli E	28146470	2017	1	39021	0	TBD	TBD	Finemapping	952	PH183
7a990cd0-b4a0-464d-b01a-4cf23f6c160d	Height	Body Height	D001827	381625			1	Marouli E	28146470	2017	347	43111	1149	TBD	TBD	Finemapping	953	PH187
c03efd49-28a2-4e83-abf3-2b2a589184aa	Height	Body Height	D001827	29591			5	Marouli E	28146470	2017	1	42323	4	TBD	TBD	Finemapping	954	PH191
79250a72-383c-4161-bb6b-cd8895e7ca6f	Height	Body Height	D001827	693529			1	Yengo L	30124842	2018	607	2341034	29092	TBD	TBD	Finemapping	1214	OT321
62cc3609-ac0d-4f1e-853d-c4a3c7d4a5ec	Comparative height size at age 10	Body Height	D001827	452264			1	Roslin Institute	30349118	2018	595	9124412	90366	TBD	TBD	Finemapping	1308	AT678
fe5695c2-6c84-4c7e-9eb0-49f8b6c37d6b	Sitting height	Body Height	D001827	452264			1	Roslin Institute	30349118	2018	824	9115535	168756	TBD	TBD	Finemapping	1309	AT743
bd42a2e8-ed84-493e-aac2-eee410e1d13e	Standing height	Body Height	D001827	452264			1	Roslin Institute	30349118	2018	1047	9124412	291468	TBD	TBD	Finemapping	1310	AT747
2ff72d0a-0e6b-4127-8119-3f0d48cd3487	Standing height	Body Height	D001827	385748			1	CTGLAB	31427789	2019	1139	10599054	195867	TBD	TBD	Finemapping	2089	GA002
152fe0f5-ee66-44d5-989d-fa3b7e95ee36	Comparative height size at age 10	Body Height	D001827	380167			1	CTGLAB	31427789	2019	509	10589580	70594	TBD	TBD	Finemapping	2090	GA086
3e958b37-9879-4b00-b014-e3c8bd91814f	Sitting height	Body Height	D001827	385393			1	CTGLAB	31427789	2019	731	10599054	115831	TBD	TBD	Finemapping	2091	GA227
93b75930-a27e-40b3-994f-35b41a47ad1d	Sitting height	Body Height	D001827	360066			1	Nealelab	Nealelab	2018	660	10816317	142998	TBD	TBD	Finemapping	2656	BE428
e45394ca-9f90-4b30-a719-98d13ada0e12	Standing height	Body Height	D001827	360388			1	Nealelab	Nealelab	2018	822	10816317	211744	TBD	TBD	Finemapping	2657	BE430
8f61dbcd-6f27-43cf-9a9b-082108ce3030	body height	Body Height	D001827	3134			3	Asgari S	32499652	2020	1	9121105	5	Causal DB/GWAS Catalog	GCST90002224	Finemapping	4737	GD00869
53f46c3e-a21a-4513-a105-60632a86bdfc	Body Mass Index	Body Mass Index	D015992	1410			1	SardiNIA	17658951	2007	0	346701	0	TBD	TBD	Finemapping	4	DB005
8dc20cc9-b91e-4f67-b70c-976494810164	Body mass index variability	Body Mass Index	D015992	127612			1	Yang J	22982992	2012	1	2373525	0	TBD	TBD	Finemapping	398	PH180
df63dd1b-aac8-4613-bcc1-8e73b3e36622	Body mass index tails	Body Mass Index	D015992	16068	7962.0	8106.0	1	Berndt SI	23563607	2013	7	1951059	225	TBD	TBD	Finemapping	437	PH179
bd36d89f-f643-4e98-a23b-5a9ccfc0bca5	Body mass index	Body Mass Index	D015992	133723			1	Randall JC	23754948	2013	30	2621021	1027	TBD	TBD	Finemapping	446	PH153
bd0bd9d8-9fc5-42d4-bf72-061e9efeb948	Body mass index in females	Body Mass Index	D015992	73137			1	Randall JC	23754948	2013	12	2610999	329	TBD	TBD	Finemapping	447	PH156
0ce44013-8e92-49d0-b2fc-9fbecd01520d	Body mass index in males	Body Mass Index	D015992	60586			1	Randall JC	23754948	2013	10	2611294	351	TBD	TBD	Finemapping	448	PH164
d739af37-7a37-4421-b41c-790de8be12a3	Body mass index	Body Mass Index	D015992	322154			1	Locke AE	25673413	2015	78	2480276	1829	TBD	TBD	Finemapping	508	PH154
9844d75d-0788-4cf1-978e-83b62c4c3b7e	Body mass index in females	Body Mass Index	D015992	171977			1	Locke AE	25673413	2015	40	2431876	1113	TBD	TBD	Finemapping	509	PH159
1ab21cdb-ca6f-4756-83e7-578320d1f304	Body mass index	Body Mass Index	D015992	339224			1	Locke AE	25673413	2015	88	2480452	2004	TBD	TBD	Finemapping	510	PH166
4907bc26-dda4-4c0e-a77a-eda196856c00	Body mass index in females > 50 years old	Body Mass Index	D015992	105175			1	Winkler TW	26426971	2015	19	2361258	465	TBD	TBD	Finemapping	682	PH157
52f16b7e-040a-4d2e-b8d2-992e3b9ffa59	Body mass index in females <= 50 years old	Body Mass Index	D015992	69528			1	Winkler TW	26426971	2015	20	2363366	563	TBD	TBD	Finemapping	683	PH158
e3cc22ad-4447-4a5f-9888-60a6b3e9eae8	Body mass index in males > 50 years old	Body Mass Index	D015992	92442			1	Winkler TW	26426971	2015	19	2361685	456	TBD	TBD	Finemapping	684	PH165
927108a8-5b16-45e1-af65-fbd1cbccccca	Body mass index in males <= 50 years old	Body Mass Index	D015992	50131			1	Winkler TW	26426971	2015	6	2364192	270	TBD	TBD	Finemapping	685	PH168
51410ae4-72bf-4727-83ab-109b80ce4040	Childhood BMI	Body Mass Index	D015992	35668			1	Felix JF	26604143	2015	17	2407539	508	TBD	TBD	Finemapping	691	GR100
377fec1b-3039-4791-b698-a4ff1714faa4	Body mass index adjusted for smoking	Body Mass Index	D015992	210235			1	Justice AE 	28443625	2017	53	2418776	1163	TBD	TBD	Finemapping	973	PH145
56422056-add4-4b05-a586-41e3d15b0caa	Body mass index in non-smokers	Body Mass Index	D015992	164355			1	Justice AE 	28443625	2017	33	2344215	767	TBD	TBD	Finemapping	974	PH170
ac7f3486-0ec2-4339-96ca-8867dc3349b4	Body mass index in smokers	Body Mass Index	D015992	45968			1	Justice AE 	28443625	2017	10	2344258	274	TBD	TBD	Finemapping	975	PH175
0d9b9f0b-ba74-498f-ac50-da6628814e0b	Body mass index in physically active indivdiuals	Body Mass Index	D015992	138222			1	Graff M 	28448500	2017	31	2573375	639	TBD	TBD	Finemapping	982	PH137
0faae352-f3a3-4998-9d77-1028dffe51b4	Body mass index adjusted for physical activity	Body Mass Index	D015992	180431			1	Graff M 	28448500	2017	48	2578107	1052	TBD	TBD	Finemapping	983	PH141
e0e2f6c6-56cc-4510-a15e-2c272b66d15a	Body mass index in physically inactive indivdiuals	Body Mass Index	D015992	42066			1	Graff M 	28448500	2017	5	2561795	172	TBD	TBD	Finemapping	984	PH160
eceb59ff-09d2-4c38-9e66-d286ae4e7fa4	Body mass index	Body Mass Index	D015992	173430			4	Akiyama M 	28892062	2017	72	5314429	4580	TBD	TBD	Finemapping	1028	PH001
a288c62f-5fa8-4423-b169-d64f918c41e1	Body mass index females	Body Mass Index	D015992	82438			4	Akiyama M 	28892062	2017	19	5314054	915	TBD	TBD	Finemapping	1029	PH002
f4565bd5-dbf4-44ae-8def-16fff69e6b97	Body mass index males	Body Mass Index	D015992	90992			4	Akiyama M 	28892062	2017	28	5314140	1717	TBD	TBD	Finemapping	1030	PH003
b7c00755-ca97-4fbc-af04-0d8bed92be94	Body mass index	Body Mass Index	D015992	27610			2	Turcot V 	29273807	2018	2	42843	2	TBD	TBD	Finemapping	1049	PH149
aa5a6a79-b507-4ec2-8312-b8261698d369	Body mass index	Body Mass Index	D015992	10772			3	Turcot V 	29273807	2018	1	42646	2	TBD	TBD	Finemapping	1050	PH150
2b89f2cb-4a35-4e59-a123-98e95fa91465	Body mass index	Body Mass Index	D015992	8839			4	Turcot V 	29273807	2018	0	39051	0	TBD	TBD	Finemapping	1051	PH151
9244e9ae-3063-4de5-9bd5-4408d63761fe	Body mass index	Body Mass Index	D015992	449889			1	Turcot V 	29273807	2018	108	43093	247	TBD	TBD	Finemapping	1052	PH155
6fbf381e-1f3d-4b69-8080-cb3bd47c3024	Body mass index	Body Mass Index	D015992	29398			5	Turcot V 	29273807	2018	2	42343	13	TBD	TBD	Finemapping	1053	PH174
e2974243-1b64-440a-8d41-8c980e92a242	Body Mass Index	Body Mass Index	D015992	681275			1	Yengo L	30124842	2018	0	2334001	0	TBD	TBD	Finemapping	1215	OT322
c4aa330a-22a0-4426-b788-976ece1b767e	Body Mass Index	Body Mass Index	D015992	806834			1	Yengo L	30239722	2018	799	12008912	84777	TBD	TBD	Finemapping	1216	OT323
b81156aa-021e-4d2b-94af-0e711ca57950	Body Mass Index (male)	Body Mass Index	D015992	374756			1	Yengo L	30239722	2018	354	11950135	22767	TBD	TBD	Finemapping	1217	OT324
0219f336-059f-4323-8430-3e02cdf8caa6	Body Mass Index (female)	Body Mass Index	D015992	434794			1	Yengo L	30239722	2018	440	12055650	27585	TBD	TBD	Finemapping	1218	OT325
fb7ab69e-3b90-493e-af2e-5e442a6abed9	Body mass index (BMI)	Body Mass Index	D015992	452264			1	Roslin Institute	30349118	2018	628	9124412	69116	TBD	TBD	Finemapping	1876	AT740
f1ec7df0-c53b-47a7-a0e4-21225d07e897	Body mass index (BMI)	Body Mass Index	D015992	452264			1	Roslin Institute	30349118	2018	644	9115535	70779	TBD	TBD	Finemapping	1877	AT745
94743c4e-6bd8-442b-a4b7-928b420e17bf	Body mass index	Body Mass Index	D015992	385336			1	CTGLAB	31427789	2019	451	10599054	38310	TBD	TBD	Finemapping	2538	GA250
7bbd5542-07f3-45ab-a7df-b5454a9e34ff	Impedance measures - Body mass index (BMI)	Body Mass Index	D015992	379831			1	CTGLAB	31427789	2019	446	10589580	37253	TBD	TBD	Finemapping	2539	GA260
49b3194a-1205-44f6-a710-800696f51acc	Body mass index (BMI)	Body Mass Index	D015992	354831			1	Nealelab	Nealelab	2018	461	10816317	48988	TBD	TBD	Finemapping	2977	BE404
10f79756-d22a-4b6c-a715-81dfccf5ee4d	Body mass index (BMI)	Body Mass Index	D015992	359983			1	Nealelab	Nealelab	2018	470	10816317	50281	TBD	TBD	Finemapping	2978	BE427
b2416c1d-c5c5-4da4-818c-a90370110483	BMI-adjusted waist-hip ratio	Body Mass Index	D015992	288492			1	Justice AE	30778226	2019	7	243051	22	Causal DB/GWAS Catalog	GCST007491	Finemapping	4662	GD00428
a09277f1-be8a-4d84-8104-2dddf97f306c	BMI-adjusted waist-hip ratio	Body Mass Index	D015992	130976			1	Justice AE	30778226	2019	4	72733	7	Causal DB/GWAS Catalog	GCST007496	Finemapping	4664	GD00432
7ea9d1e8-dded-4281-8051-bea75492ff1d	BMI-adjusted waist-hip ratio	Body Mass Index	D015992	157516			1	Justice AE	30778226	2019	11	71451	33	Causal DB/GWAS Catalog	GCST007503	Finemapping	4666	GD00436
cfd13c54-b56d-4aae-9728-4531ae187f27	body mass index	Body Mass Index	D015992	7970			1	Helgeland _	31575865	2019	2	8639187	2	Causal DB/GWAS Catalog	GCST009290	Finemapping	4700	GD00685
ba1feb13-98cb-4704-97d9-f3f5e1dd48fa	body mass index	Body Mass Index	D015992	8017			1	Helgeland _	31575865	2019	1	8628987	40	Causal DB/GWAS Catalog	GCST009291	Finemapping	4701	GD00686
31887865-595a-4d6c-8a5c-d5073ade4be5	body mass index	Body Mass Index	D015992	6970			1	Helgeland _	31575865	2019	2	8639811	111	Causal DB/GWAS Catalog	GCST009294	Finemapping	4702	GD00688
acf0df77-a649-4bbd-8f15-24da9ff531c4	body mass index	Body Mass Index	D015992	6800			1	Helgeland _	31575865	2019	2	8623823	6	Causal DB/GWAS Catalog	GCST009295	Finemapping	4703	GD00689
db5f53ed-c9fa-4d24-bd53-c960943e2c8c	body mass index	Body Mass Index	D015992	4245			1	Helgeland _	31575865	2019	1	8631865	7	Causal DB/GWAS Catalog	GCST009298	Finemapping	4704	GD00692
a94db9f5-c592-4764-9d52-05e3304300dd	body mass index	Body Mass Index	D015992	4629			1	Helgeland _	31575865	2019	2	8628671	101	Causal DB/GWAS Catalog	GCST009299	Finemapping	4705	GD00693
a834bcb7-632e-4514-bf1e-3a1010eddef5	body mass index	Body Mass Index	D015992	3862			1	Helgeland _	31575865	2019	1	8639236	2	Causal DB/GWAS Catalog	GCST009300	Finemapping	4706	GD00694
73d394fc-67ea-4e5b-93a8-1df4c88236aa	body mass index	Body Mass Index	D015992	39620			1	Vogelezang S	33045005	2020	17	8202513	1353	Causal DB/GWAS Catalog	GCST90002409	Finemapping	4842	GD02003
26e08734-2501-426a-8183-842f07e995a8	Comparative body size at age 10	Body Size	D049628	452264			1	Roslin Institute	30349118	2018	288	9124412	29406	TBD	TBD	Finemapping	1954	AT677
378af842-5772-4bb9-bb7d-77874de0e99b	Trunk predicted mass	Body Size	D049628	452264			1	Roslin Institute	30349118	2018	782	9124412	121047	TBD	TBD	Finemapping	1955	AT712
1689e1ec-66c0-4a0a-b593-98438a18da01	Comparative body size at age 10	Body Size	D049628	379749			1	CTGLAB	31427789	2019	200	10589580	15950	TBD	TBD	Finemapping	2585	GA085
ae0eefba-421a-46c5-a38a-c1a61546ee09	Trunk predicted mass	Body Size	D049628	354494			1	Nealelab	Nealelab	2018	579	10816317	94886	TBD	TBD	Finemapping	3015	BE375
fdf5809e-31ef-45cd-9ec1-131e49f97b41	Whole body water mass	Body Water	D001834	452264			1	Roslin Institute	30349118	2018	809	9124412	116421	TBD	TBD	Finemapping	1311	AT741
9d8ee56e-4696-42ca-83d5-1ab2f7da6542	Impedance measures - Whole body water mass	Body Water	D001834	379835			1	CTGLAB	31427789	2019	683	10589580	76945	TBD	TBD	Finemapping	2092	GA259
8d508c53-0960-4ade-ad8b-1e6a5e874bea	Whole body water mass	Body Water	D001834	354834			1	Nealelab	Nealelab	2018	584	10816317	91974	TBD	TBD	Finemapping	2658	BE405
a105ae20-53d4-4a0c-946f-11ca41ad093d	Weight	Body Weight	D001835	1410			1	SardiNIA	17658951	2007	1	346710	0	TBD	TBD	Finemapping	2	DB007
151e0dee-fc31-454a-97b9-10888b5c87ff	Height in females	Body Weight	D001835	73137			1	Randall JC	23754948	2013	56	2611829	2097	TBD	TBD	Finemapping	442	PH188
dd7905c2-0b19-429a-b997-c6162beb0f16	Weight	Body Weight	D001835	133723			1	Randall JC	23754948	2013	47	2621225	1588	TBD	TBD	Finemapping	443	PH235
f984b25f-1ed8-41a8-879c-83bb7569c85c	Weight in females	Body Weight	D001835	73137			1	Randall JC	23754948	2013	12	2612486	288	TBD	TBD	Finemapping	444	PH236
62c28125-a63a-4c2b-a80f-f94d8a0df705	Weight in males	Body Weight	D001835	60586			1	Randall JC	23754948	2013	9	2615981	395	TBD	TBD	Finemapping	445	PH237
95173307-8de1-4201-866d-15da230f98a1	Weight	Body Weight	D001835	452264			1	Roslin Institute	30349118	2018	699	9124412	85306	TBD	TBD	Finemapping	1312	AT742
76d867ab-0791-48c9-a5c7-980c847f22fe	Weight	Body Weight	D001835	452264			1	Roslin Institute	30349118	2018	716	9115535	87201	TBD	TBD	Finemapping	1313	AT746
d2a6dfb7-8723-46fa-896c-b01732eea32c	Weight	Body Weight	D001835	385473			1	CTGLAB	31427789	2019	605	10599054	50583	TBD	TBD	Finemapping	2093	GA251
64c2d0c5-631c-477a-aa23-3fba8da9e28a	Weight	Body Weight	D001835	354838			1	Nealelab	Nealelab	2018	506	10816317	61449	TBD	TBD	Finemapping	2659	BE406
9479431b-d1ae-421f-8318-d5b3b4426e3a	Weight	Body Weight	D001835	360116			1	Nealelab	Nealelab	2018	523	10816317	62768	TBD	TBD	Finemapping	2660	BE429
